task_id,set_id,alt1_att1_streetview,alt1_att2_intensiteit,alt2_att1_streetview,alt2_att2_intensiteit
305,9,/assets/images/182270019.jpeg,Middelmatig,/assets/images/191272102.jpeg,Laag
306,9,/assets/images/180274036.jpeg,Hoog,/assets/images/600488624.jpeg,Hoog
307,9,/assets/images/183263020.jpeg,Middelmatig,/assets/images/192264027.jpeg,Laag
308,9,/assets/images/183277002.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
309,9,/assets/images/177273181.jpeg,Middelmatig,/assets/images/184275068.jpeg,Hoog
310,9,/assets/images/189276003.jpeg,Laag,/assets/images/600483010.jpeg,Laag
311,9,/assets/images/181264055.jpeg,Middelmatig,/assets/images/183277002.jpeg,Middelmatig
312,9,/assets/images/176268028.jpeg,Laag,/assets/images/183277002.jpeg,Middelmatig
313,9,/assets/images/176275195.jpeg,Hoog,/assets/images/183277002.jpeg,Middelmatig
314,9,/assets/images/178273039.jpeg,Laag,/assets/images/191275054.jpeg,Laag
315,9,/assets/images/181277036.jpeg,Middelmatig,/assets/images/195266020.jpeg,Hoog
316,9,/assets/images/186264019.jpeg,Laag,/assets/images/600483010.jpeg,Laag
317,9,/assets/images/181277036.jpeg,Middelmatig,/assets/images/184268129.jpeg,Hoog
318,9,/assets/images/183272020.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
319,9,/assets/images/176275195.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
320,9,/assets/images/178273039.jpeg,Laag,/assets/images/183263020.jpeg,Middelmatig
321,9,/assets/images/181277036.jpeg,Middelmatig,/assets/images/181277050.jpeg,Middelmatig
322,9,/assets/images/182270019.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
323,9,/assets/images/184275160.jpeg,Middelmatig,/assets/images/186274160.jpeg,Hoog
324,9,/assets/images/184272159.jpeg,Hoog,/assets/images/600488624.jpeg,Hoog
325,10,/assets/images/178273039.jpeg,Laag,/assets/images/600483010.jpeg,Laag
326,10,/assets/images/181277036.jpeg,Middelmatig,/assets/images/188266127.jpeg,Middelmatig
327,10,/assets/images/186275043.jpeg,Hoog,/assets/images/600097669.jpeg,Hoog
328,10,/assets/images/183272020.jpeg,Hoog,/assets/images/186273081.jpeg,Hoog
329,10,/assets/images/176275195.jpeg,Hoog,/assets/images/183277002.jpeg,Middelmatig
330,10,/assets/images/178273039.jpeg,Laag,/assets/images/180270033.jpeg,Laag
331,10,/assets/images/181277036.jpeg,Middelmatig,/assets/images/188274050.jpeg,Laag
332,10,/assets/images/178272159.jpeg,Hoog,/assets/images/183277002.jpeg,Middelmatig
333,10,/assets/images/183277002.jpeg,Middelmatig,/assets/images/186263044.jpeg,Hoog
334,10,/assets/images/176269017.jpeg,Laag,/assets/images/600483010.jpeg,Laag
335,10,/assets/images/178273039.jpeg,Laag,/assets/images/187277071.jpeg,Middelmatig
336,10,/assets/images/181262018.jpeg,Hoog,/assets/images/600488624.jpeg,Hoog
337,10,/assets/images/176275195.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
338,10,/assets/images/181265038.jpeg,Hoog,/assets/images/189267114.jpeg,Middelmatig
339,10,/assets/images/183272020.jpeg,Hoog,/assets/images/185274084.jpeg,Hoog
340,10,/assets/images/182262017.jpeg,Middelmatig,/assets/images/183263020.jpeg,Middelmatig
341,10,/assets/images/178273039.jpeg,Laag,/assets/images/183272020.jpeg,Hoog
342,10,/assets/images/183263020.jpeg,Middelmatig,/assets/images/183264037.jpeg,Laag
343,10,/assets/images/183270022.jpeg,Middelmatig,/assets/images/184273072.jpeg,Middelmatig
344,10,/assets/images/184273072.jpeg,Middelmatig,/assets/images/600424823.jpeg,Hoog
345,10,/assets/images/176275195.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
346,10,/assets/images/183277002.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
347,10,/assets/images/178273039.jpeg,Laag,/assets/images/183263020.jpeg,Middelmatig
348,10,/assets/images/182272213.jpeg,Hoog,/assets/images/190273120.jpeg,Hoog
349,10,/assets/images/177273181.jpeg,Middelmatig,/assets/images/186273103.jpeg,Hoog
350,10,/assets/images/181264010.jpeg,Hoog,/assets/images/182270019.jpeg,Middelmatig
351,10,/assets/images/186274160.jpeg,Hoog,/assets/images/189267114.jpeg,Middelmatig
352,10,/assets/images/182270019.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
353,10,/assets/images/181263098.jpeg,Hoog,/assets/images/182272213.jpeg,Hoog
354,10,/assets/images/179274126.jpeg,Hoog,/assets/images/187274156.jpeg,Hoog
355,10,/assets/images/183272020.jpeg,Hoog,/assets/images/190273120.jpeg,Hoog
356,10,/assets/images/181265038.jpeg,Hoog,/assets/images/186275043.jpeg,Hoog
357,10,/assets/images/186274160.jpeg,Hoog,/assets/images/188278029.jpeg,Hoog
358,10,/assets/images/183272020.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
359,10,/assets/images/183277002.jpeg,Middelmatig,/assets/images/184275095.jpeg,Laag
360,10,/assets/images/182270019.jpeg,Middelmatig,/assets/images/185273014.jpeg,Middelmatig
361,11,/assets/images/183277002.jpeg,Middelmatig,/assets/images/192266023.jpeg,Middelmatig
362,11,/assets/images/181265038.jpeg,Hoog,/assets/images/183265014.jpeg,Hoog
363,11,/assets/images/183263020.jpeg,Middelmatig,/assets/images/192268024.jpeg,Laag
364,11,/assets/images/190273110.jpeg,Middelmatig,/assets/images/600488624.jpeg,Hoog
365,11,/assets/images/184273072.jpeg,Middelmatig,/assets/images/600488624.jpeg,Hoog
366,11,/assets/images/176275195.jpeg,Hoog,/assets/images/183277002.jpeg,Middelmatig
367,11,/assets/images/180271187.jpeg,Middelmatig,/assets/images/186274160.jpeg,Hoog
368,11,/assets/images/182270019.jpeg,Middelmatig,/assets/images/188268044.jpeg,Laag
369,11,/assets/images/183277002.jpeg,Middelmatig,/assets/images/187275077.jpeg,Laag
370,11,/assets/images/178273039.jpeg,Laag,/assets/images/183263020.jpeg,Middelmatig
371,11,/assets/images/182274179.jpeg,Middelmatig,/assets/images/187270060.jpeg,Middelmatig
372,11,/assets/images/184273072.jpeg,Middelmatig,/assets/images/600407759.jpeg,Middelmatig
373,11,/assets/images/182270019.jpeg,Middelmatig,/assets/images/185276028.jpeg,Laag
374,11,/assets/images/180271187.jpeg,Middelmatig,/assets/images/187273034.jpeg,Middelmatig
375,11,/assets/images/176275195.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
376,11,/assets/images/182265103.jpeg,Laag,/assets/images/183263020.jpeg,Middelmatig
377,11,/assets/images/183272020.jpeg,Hoog,/assets/images/190264080.jpeg,Hoog
378,11,/assets/images/186274160.jpeg,Hoog,/assets/images/188278029.jpeg,Hoog
379,11,/assets/images/176269017.jpeg,Laag,/assets/images/600483010.jpeg,Laag
380,11,/assets/images/185273145.jpeg,Hoog,/assets/images/600097669.jpeg,Hoog
381,11,/assets/images/183268031.jpeg,Laag,/assets/images/191269022.jpeg,Hoog
382,11,/assets/images/181277036.jpeg,Middelmatig,/assets/images/181277050.jpeg,Middelmatig
383,11,/assets/images/178273039.jpeg,Laag,/assets/images/183272020.jpeg,Hoog
384,11,/assets/images/182272213.jpeg,Hoog,/assets/images/186279088.jpeg,Hoog
385,11,/assets/images/183277002.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
386,11,/assets/images/183277002.jpeg,Middelmatig,/assets/images/184273072.jpeg,Middelmatig
387,11,/assets/images/182264049.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
388,11,/assets/images/183272020.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
389,11,/assets/images/176275195.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
390,11,/assets/images/193264010.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
391,11,/assets/images/181265038.jpeg,Hoog,/assets/images/182274179.jpeg,Middelmatig
392,11,/assets/images/186273103.jpeg,Hoog,/assets/images/190264080.jpeg,Hoog
393,11,/assets/images/181265038.jpeg,Hoog,/assets/images/184273093.jpeg,Hoog
394,11,/assets/images/181277036.jpeg,Middelmatig,/assets/images/195266020.jpeg,Hoog
395,11,/assets/images/178273039.jpeg,Laag,/assets/images/187277071.jpeg,Middelmatig
396,11,/assets/images/178273039.jpeg,Laag,/assets/images/600483010.jpeg,Laag
397,12,/assets/images/183276077.jpeg,Hoog,/assets/images/184273072.jpeg,Middelmatig
398,12,/assets/images/178273039.jpeg,Laag,/assets/images/187263039.jpeg,Laag
399,12,/assets/images/178273039.jpeg,Laag,/assets/images/183272020.jpeg,Hoog
400,12,/assets/images/183277002.jpeg,Middelmatig,/assets/images/188266137.jpeg,Laag
401,12,/assets/images/178273039.jpeg,Laag,/assets/images/183263020.jpeg,Middelmatig
402,12,/assets/images/181265038.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
403,12,/assets/images/181265038.jpeg,Hoog,/assets/images/183265014.jpeg,Hoog
404,12,/assets/images/181263098.jpeg,Hoog,/assets/images/181265038.jpeg,Hoog
405,12,/assets/images/178273039.jpeg,Laag,/assets/images/600483010.jpeg,Laag
406,12,/assets/images/190273110.jpeg,Middelmatig,/assets/images/600488624.jpeg,Hoog
407,12,/assets/images/176275195.jpeg,Hoog,/assets/images/183277002.jpeg,Middelmatig
408,12,/assets/images/183277002.jpeg,Middelmatig,/assets/images/184275095.jpeg,Laag
409,12,/assets/images/181277036.jpeg,Middelmatig,/assets/images/183274028.jpeg,Middelmatig
410,12,/assets/images/176275195.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
411,12,/assets/images/177273181.jpeg,Middelmatig,/assets/images/186273081.jpeg,Hoog
412,12,/assets/images/181264010.jpeg,Hoog,/assets/images/182270019.jpeg,Middelmatig
413,12,/assets/images/184273072.jpeg,Middelmatig,/assets/images/189275160.jpeg,Laag
414,12,/assets/images/179265069.jpeg,Hoog,/assets/images/186274160.jpeg,Hoog
415,12,/assets/images/183272020.jpeg,Hoog,/assets/images/186275037.jpeg,Hoog
416,12,/assets/images/179272092.jpeg,Middelmatig,/assets/images/183277002.jpeg,Middelmatig
417,12,/assets/images/180274036.jpeg,Hoog,/assets/images/600488624.jpeg,Hoog
418,12,/assets/images/176275195.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
419,12,/assets/images/183277002.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
420,12,/assets/images/185272110.jpeg,Hoog,/assets/images/600097669.jpeg,Hoog
421,12,/assets/images/182274018.jpeg,Laag,/assets/images/600483010.jpeg,Laag
422,12,/assets/images/183263020.jpeg,Middelmatig,/assets/images/184276030.jpeg,Laag
423,12,/assets/images/182270019.jpeg,Middelmatig,/assets/images/183263018.jpeg,Laag
424,12,/assets/images/183272020.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
425,12,/assets/images/183272020.jpeg,Hoog,/assets/images/188278029.jpeg,Hoog
426,12,/assets/images/187274156.jpeg,Hoog,/assets/images/190273120.jpeg,Hoog
427,12,/assets/images/184275160.jpeg,Middelmatig,/assets/images/186273103.jpeg,Hoog
428,12,/assets/images/180271187.jpeg,Middelmatig,/assets/images/187273034.jpeg,Middelmatig
429,12,/assets/images/181277036.jpeg,Middelmatig,/assets/images/186275130.jpeg,Laag
430,12,/assets/images/183263020.jpeg,Middelmatig,/assets/images/187273010.jpeg,Laag
431,12,/assets/images/185274084.jpeg,Hoog,/assets/images/186279088.jpeg,Hoog
432,12,/assets/images/182272213.jpeg,Hoog,/assets/images/189267114.jpeg,Middelmatig
433,13,/assets/images/184275160.jpeg,Middelmatig,/assets/images/186273103.jpeg,Hoog
434,13,/assets/images/180277024.jpeg,Laag,/assets/images/184273072.jpeg,Middelmatig
435,13,/assets/images/183277002.jpeg,Middelmatig,/assets/images/184273072.jpeg,Middelmatig
436,13,/assets/images/182270019.jpeg,Middelmatig,/assets/images/188268044.jpeg,Laag
437,13,/assets/images/176275195.jpeg,Hoog,/assets/images/191269022.jpeg,Hoog
438,13,/assets/images/178273039.jpeg,Laag,/assets/images/600450352.jpeg,Laag
439,13,/assets/images/183277002.jpeg,Middelmatig,/assets/images/600412325.jpeg,Hoog
440,13,/assets/images/178273039.jpeg,Laag,/assets/images/600483010.jpeg,Laag
441,13,/assets/images/181265038.jpeg,Hoog,/assets/images/186279088.jpeg,Hoog
442,13,/assets/images/181277036.jpeg,Middelmatig,/assets/images/183277002.jpeg,Middelmatig
443,13,/assets/images/182264049.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
444,13,/assets/images/184272159.jpeg,Hoog,/assets/images/600488624.jpeg,Hoog
445,13,/assets/images/178273039.jpeg,Laag,/assets/images/187273034.jpeg,Middelmatig
446,13,/assets/images/177273181.jpeg,Middelmatig,/assets/images/182274179.jpeg,Middelmatig
447,13,/assets/images/183272020.jpeg,Hoog,/assets/images/186273081.jpeg,Hoog
448,13,/assets/images/179265069.jpeg,Hoog,/assets/images/182272213.jpeg,Hoog
449,13,/assets/images/183277002.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
450,13,/assets/images/183272020.jpeg,Hoog,/assets/images/184275160.jpeg,Middelmatig
451,13,/assets/images/181277015.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
452,13,/assets/images/183265014.jpeg,Hoog,/assets/images/185273145.jpeg,Hoog
453,13,/assets/images/184273072.jpeg,Middelmatig,/assets/images/600488624.jpeg,Hoog
454,13,/assets/images/185272110.jpeg,Hoog,/assets/images/600097669.jpeg,Hoog
455,13,/assets/images/178273039.jpeg,Laag,/assets/images/183263020.jpeg,Middelmatig
456,13,/assets/images/193264010.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
457,13,/assets/images/179275043.jpeg,Middelmatig,/assets/images/181277036.jpeg,Middelmatig
458,13,/assets/images/176275195.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
459,13,/assets/images/182270019.jpeg,Middelmatig,/assets/images/185268037.jpeg,Middelmatig
460,13,/assets/images/181263098.jpeg,Hoog,/assets/images/186273081.jpeg,Hoog
461,13,/assets/images/186274160.jpeg,Hoog,/assets/images/190273120.jpeg,Hoog
462,13,/assets/images/179274126.jpeg,Hoog,/assets/images/185274084.jpeg,Hoog
463,13,/assets/images/176275195.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
464,13,/assets/images/178273039.jpeg,Laag,/assets/images/183272020.jpeg,Hoog
465,13,/assets/images/181265038.jpeg,Hoog,/assets/images/184273093.jpeg,Hoog
466,13,/assets/images/183263020.jpeg,Middelmatig,/assets/images/192268024.jpeg,Laag
467,13,/assets/images/176275195.jpeg,Hoog,/assets/images/183277002.jpeg,Middelmatig
468,13,/assets/images/183272020.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
469,14,/assets/images/181265038.jpeg,Hoog,/assets/images/185273145.jpeg,Hoog
470,14,/assets/images/181271108.jpeg,Laag,/assets/images/182270019.jpeg,Middelmatig
471,14,/assets/images/178273039.jpeg,Laag,/assets/images/183263020.jpeg,Middelmatig
472,14,/assets/images/179265069.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
473,14,/assets/images/186267025.jpeg,Laag,/assets/images/600483010.jpeg,Laag
474,14,/assets/images/176275195.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
475,14,/assets/images/176275195.jpeg,Hoog,/assets/images/187271099.jpeg,Middelmatig
476,14,/assets/images/177273181.jpeg,Middelmatig,/assets/images/183272020.jpeg,Hoog
477,14,/assets/images/176275195.jpeg,Hoog,/assets/images/183277002.jpeg,Middelmatig
478,14,/assets/images/179274126.jpeg,Hoog,/assets/images/187274156.jpeg,Hoog
479,14,/assets/images/176275195.jpeg,Hoog,/assets/images/183272020.jpeg,Hoog
480,14,/assets/images/185273145.jpeg,Hoog,/assets/images/186279088.jpeg,Hoog
481,14,/assets/images/178273039.jpeg,Laag,/assets/images/192274041.jpeg,Middelmatig
482,14,/assets/images/184273072.jpeg,Middelmatig,/assets/images/600488624.jpeg,Hoog
483,14,/assets/images/184273072.jpeg,Middelmatig,/assets/images/600485593.jpeg,Hoog
484,14,/assets/images/188274004.jpeg,Middelmatig,/assets/images/600488624.jpeg,Hoog
485,14,/assets/images/182270019.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
486,14,/assets/images/183277002.jpeg,Middelmatig,/assets/images/184273072.jpeg,Middelmatig
487,14,/assets/images/183263020.jpeg,Middelmatig,/assets/images/186268009.jpeg,Middelmatig
488,14,/assets/images/181277015.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
489,14,/assets/images/189267158.jpeg,Laag,/assets/images/191269022.jpeg,Hoog
490,14,/assets/images/178273039.jpeg,Laag,/assets/images/180270033.jpeg,Laag
491,14,/assets/images/181265038.jpeg,Hoog,/assets/images/186274160.jpeg,Hoog
492,14,/assets/images/183277002.jpeg,Middelmatig,/assets/images/600483010.jpeg,Laag
493,14,/assets/images/184275068.jpeg,Hoog,/assets/images/187270060.jpeg,Middelmatig
494,14,/assets/images/181277036.jpeg,Middelmatig,/assets/images/600097689.jpeg,Hoog
495,14,/assets/images/178273039.jpeg,Laag,/assets/images/183272020.jpeg,Hoog
496,14,/assets/images/186273081.jpeg,Hoog,/assets/images/600097669.jpeg,Hoog
497,14,/assets/images/178273039.jpeg,Laag,/assets/images/185264031.jpeg,Laag
498,14,/assets/images/183263020.jpeg,Middelmatig,/assets/images/183278091.jpeg,Middelmatig
499,14,/assets/images/183272020.jpeg,Hoog,/assets/images/600483010.jpeg,Laag
500,14,/assets/images/179265069.jpeg,Hoog,/assets/images/182272213.jpeg,Hoog
501,14,/assets/images/182270019.jpeg,Middelmatig,/assets/images/183268031.jpeg,Laag
502,14,/assets/images/181277036.jpeg,Middelmatig,/assets/images/183277002.jpeg,Middelmatig
503,14,/assets/images/181265038.jpeg,Hoog,/assets/images/182272213.jpeg,Hoog
504,14,/assets/images/183277002.jpeg,Middelmatig,/assets/images/191271032.jpeg,Middelmatig
