intersection_id,leg_bearing
185278035,9.6
185278036,259.8
185278037,192.6
185278039,262.1
185278040,276.5
185278041,325.5
185278043,359.4
185278044,253.0
185278045,166.8
185278046,290.1
185278047,223.0
185278051,22.7
185278052,287.8
185278055,110.7
185278058,193.3
185278059,107.3
185278060,260.3
185278089,9.5
185278090,79.8
185278092,21.5
185278093,103.5
185278095,285.5
185279026,103.3
185279028,190.0
185279045,355.9
185279088,272.6
185279091,249.1
185279098,81.1
185279147,318.3
185279148,24.3
185279178,20.8
185279186,113.1
186263004,90.1
186263005,91.4
186263006,270.1
186263010,182.4
186263012,265.7
186263013,354.2
186263015,354.7
186263017,264.4
186263018,179.7
186263019,215.4
186263020,271.5
186263024,86.3
186263025,84.2
186263027,84.7
186263029,87.7
186263030,79.5
186263033,92.5
186263034,90.6
186263035,91.1
186263036,356.1
186263039,328.4
186263042,264.9
186263043,264.4
186263044,355.1
186263044,355.1
186263044,355.1
186263044,355.1
186263044,355.1
186263074,359.5
186263077,354.4
186264002,243.9
186264010,353.8
186264011,354.3
186264014,84.2
186264015,169.4
186264016,84.4
186264017,162.5
186264028,91.7
186264031,186.4
186264032,91.8
186264033,91.5
186264034,176.3
186264035,91.9
186264036,174.1
186264038,84.3
186264039,84.6
186264040,84.5
186264043,91.9
186264044,177.0
186264045,175.4
186264046,180.5
186264052,84.8
186264054,86.1
186264055,180.3
186264056,183.5
186264059,185.1
186264060,185.1
186264061,189.8
186264104,271.8
186264106,91.8
186264115,248.4
186264120,355.4
186264124,71.1
186266027,8.9
186266081,77.4
186266100,183.7
186266101,159.4
186266111,307.3
186266118,109.1
186267020,268.4
186267026,219.3
186267028,128.1
186267030,110.2
186267032,140.2
186267038,25.6
186267040,127.3
186267041,206.9
186267043,88.4
186267055,293.7
186267058,284.9
186267059,295.8
186267066,291.7
186267085,74.0
186267086,91.2
186267163,205.3
