intersection_id,leg_bearing
186267173,20.0
186267197,86.6
186267206,85.1
186267234,110.9
186267239,107.0
186267251,261.9
186268002,196.6
186268003,291.1
186268006,68.6
186268007,254.0
186268010,158.3
186268013,335.7
186268014,254.0
186268016,232.5
186268017,156.9
186268019,254.5
186268020,215.6
186268021,202.9
186268022,112.2
186268023,109.7
186268028,32.2
186268029,21.9
186268032,213.7
186268033,293.7
186268034,120.0
186268035,168.0
186268036,214.9
186268037,215.1
186268038,300.8
186268039,298.3
186268045,27.6
186268053,110.5
186268061,359.1
186268063,193.6
186268084,178.4
186269004,232.0
186269012,285.7
186269032,255.4
186269035,254.5
186269037,163.6
186269039,217.7
186269044,178.6
186269047,78.2
186270002,95.9
186270003,256.0
186270005,99.2
186270008,252.0
186270009,139.5
186270019,345.5
186270052,20.0
186270055,62.9
186270064,72.4
186270068,161.2
186270071,297.4
186271004,230.6
186271007,143.8
186271059,204.2
186271067,140.2
186271077,227.0
186271079,41.5
186271093,305.6
186271107,141.3
186272007,237.5
186272010,306.2
186272015,315.3
186272017,324.2
186272019,42.7
186272020,128.5
186272021,46.6
186272023,46.7
186272025,45.4
186272026,228.7
186272027,226.6
186272028,47.1
186272029,136.7
186272030,133.9
186273006,313.7
186273007,250.3
186273009,251.4
186273011,158.6
186273017,45.1
186273018,45.3
186273019,45.2
186273031,133.9
186273032,153.6
186273033,165.9
186273112,41.7
186273113,161.2
186274015,143.7
186274017,152.8
186274019,178.6
186274020,165.1
186274022,75.1
186274037,240.6
186274047,335.6
186274050,247.9
186274063,334.5
186274064,242.3
186274101,188.2
186274107,321.8
186274114,35.1
186274117,49.3
186274127,74.7
186274132,231.8
186274156,337.4
186274158,247.4
186274159,162.3
186274163,71.4
186274179,55.3
186274193,53.6
186274250,54.1
186274266,319.7
186274275,238.7
186274277,247.4
186274285,252.6
186275003,258.8
186275004,186.3
186275005,185.5
186275006,278.2
186275014,94.6
186275023,96.6
186275023,96.6
186275023,96.6
186275023,96.6
186275023,96.6
186275031,325.8
186275032,337.0
186275033,336.8
186275038,19.7
186275040,147.2
186275041,50.8
186275042,288.1
186275044,288.2
186275049,245.3
186275052,9.5
186275053,94.9
186275054,186.2
186275056,98.6
186275058,143.6
186275060,23.2
186275062,198.6
186275063,52.1
186275064,322.7
186275071,237.9
186275073,327.2
186275104,278.0
186275116,246.7
186275117,184.7
186275118,184.7
186275119,5.5
186275121,184.7
186275123,6.0
186275125,321.5
186275126,291.0
186275128,272.0
186275129,92.7
186275130,272.6
186275130,272.6
186275130,272.6
186275130,272.6
186275130,272.6
186276019,282.1
186276041,98.0
186276042,308.1
186276044,278.2
186276048,245.4
186276079,296.7
186276081,99.5
186276082,193.9
186276084,281.3
186276085,11.2
186276091,191.1
186276092,255.4
186276094,272.2
186276100,96.9
186276106,300.3
186276107,216.6
186276109,11.4
186276110,167.9
186276111,220.3
186276113,171.6
186276116,215.4
186276117,91.1
186276123,84.8
186276126,353.0
186276141,285.6
186276205,47.6
186276207,341.6
186276217,147.8
186276219,20.5
186276221,339.8
186276223,133.6
186276224,279.5
186277022,199.4
186277025,287.8
186277033,22.7
186277041,37.2
186277048,16.3
186277049,196.3
186277050,107.1
186277051,286.7
186277052,4.2
186277070,284.0
186277087,106.6
186277093,102.1
186277094,138.7
186277095,281.4
186277097,60.7
186277098,8.4
186277099,107.8
186277103,7.1
186277105,34.0
186277118,190.9
186277120,191.9
186277122,281.0
186277125,101.9
186277126,13.1
186277127,190.9
186277132,100.8
186277140,102.4
186277141,9.4
186277142,103.3
186277143,264.7
186277162,284.0
186278009,109.9
186278011,357.7
186278013,42.3
186279012,78.7
186279053,61.7
186279087,241.7
186279088,58.6
186279088,58.6
186279088,58.6
186279088,58.6
186279088,58.6
187263009,176.7
187263010,263.7
187263011,353.5
187263012,263.4
187263013,174.5
187263017,173.0
187263018,172.3
187263019,173.2
187263021,81.9
187263022,354.0
187263025,83.7
187263028,258.3
187263029,173.3
187263030,263.5
187263032,79.7
187263035,83.9
187263041,84.1
187263042,82.9
187263043,353.5
187263045,353.5
187263046,82.4
187263047,83.2
187263050,85.2
187263068,83.9
187263072,353.0
187263074,173.8
187263078,83.6
187264002,71.8
187264012,185.0
187264018,84.1
187264022,344.6
187264023,157.2
187264026,337.5
187264027,237.4
187264028,232.4
187264029,156.3
187264031,233.1
187264032,233.5
187264033,345.6
187264034,280.8
187264035,185.7
187264038,67.2
187264043,211.7
187264049,165.0
187264051,254.5
187264075,344.7
187264076,254.7
187264077,154.5
187264078,156.9
187264080,254.8
187264090,332.2
187264105,335.9
187264108,353.8
187264110,176.5
187264119,246.3
187265011,6.2
187265013,337.5
187265014,52.9
187265045,220.0
187266004,139.0
187266006,145.0
187266008,53.8
187266010,56.2
187266015,54.6
187266016,139.8
187266021,231.2
187266022,48.4
187266023,49.9
187266024,319.0
187266025,320.0
187266026,319.3
187266027,230.9
187266030,319.7
187266040,51.4
187266044,230.1
187267016,319.0
187267017,132.6
187267018,50.2
187267020,231.6
187267022,54.6
187267023,236.0
187267025,324.1
187267029,322.4
187267030,51.3
187267031,50.8
187267032,319.1
187267034,318.8
187267036,221.9
187267037,221.9
187267038,222.3
187267040,180.5
187267042,138.9
187267044,139.3
187267045,228.4
187267046,229.0
187267047,229.0
187267048,129.4
187267049,177.1
187267051,226.1
187267052,317.7
187267055,308.6
187267057,131.8
187267063,143.6
187267097,39.7
187267110,356.8
187267142,33.2
187267149,343.2
187267168,87.9
187267171,318.7
187267173,46.6
187268006,229.6
187268014,171.8
187268019,198.6
187268022,228.1
187268023,229.9
187268024,229.0
187268025,219.5
187268026,220.0
187268027,219.8
187268028,219.6
187268031,48.9
187268032,139.7
187268033,318.4
187268034,137.1
187268035,50.2
187268036,48.9
187268037,137.6
187268039,139.4
187268040,138.9
187268041,139.0
187268042,229.5
187268043,139.0
187268045,138.9
187268048,139.2
187268049,47.2
187268050,228.9
187268051,229.0
187268052,228.9
187268053,319.0
187268055,131.5
187268056,131.7
187268057,131.4
187268058,134.9
187268059,116.6
187268061,49.4
187268065,220.1
187268072,13.5
187268073,18.2
187268077,224.0
187268079,229.8
187268082,229.1
187268083,49.1
187268084,319.9
187268085,139.2
187268089,228.8
187268090,312.6
187268092,89.5
187268098,193.5
187268118,48.5
187268119,319.6
187268121,132.0
187268122,130.3
187268127,139.2
187268130,47.7
187268132,322.1
187269002,208.5
187269009,229.2
187269010,49.1
187269016,358.8
187269017,177.4
187269024,265.0
187269036,211.3
187269041,19.0
187269043,219.8
187269044,37.4
187269045,219.8
187269046,128.5
187269058,72.8
187269065,188.5
187269072,11.0
187269075,228.8
187269077,259.3
187269078,138.0
187269081,184.5
187269088,336.6
187269089,209.3
187269095,71.7
187269101,211.4
187269127,327.4
187269131,129.3
187269137,209.1
187269138,119.9
187269140,202.4
187269145,276.5
187270014,320.3
187270041,247.6
187270043,67.4
187270050,160.8
187270088,124.9
187270089,318.9
187270094,275.0
187270097,47.9
187270105,229.7
187270107,228.9
187270109,142.2
187270150,70.1
187270156,319.3
187270158,273.2
187270162,72.4
187270164,340.4
187270165,197.7
187270167,244.7
187270171,144.2
187271041,125.6
187271065,259.6
187271066,215.0
187271079,305.2
187271081,305.3
187271103,216.1
187271104,35.5
187271105,305.8
187271123,305.6
187272008,315.9
187272014,218.6
187272015,319.9
187272022,52.6
187272030,318.6
187272031,138.9
187272032,227.6
187272033,48.7
187272034,228.7
187272035,48.7
187272036,138.7
187272037,138.7
187272038,49.2
187272049,272.6
187272066,126.2
187272067,305.3
187272076,306.3
187272083,137.8
187272099,38.6
187272101,156.9
187273001,261.3
187273010,342.2
187273011,355.2
187273012,140.5
187273033,46.9
187273034,318.2
187273034,318.2
187273034,318.2
187273034,318.2
187273034,318.2
187273035,48.8
187273036,318.6
187273037,316.1
187273062,323.2
187273080,41.9
187274022,55.5
187274023,355.4
187274032,183.5
187274035,233.9
187274036,241.8
187274040,331.6
187274065,239.2
187274070,241.0
187274072,241.3
187274103,147.0
187274105,54.9
187274106,333.8
187274112,23.0
187274113,177.5
187274135,243.8
187274144,65.6
187274160,137.2
187275024,333.6
187275026,63.3
187275027,182.9
187275028,2.9
187275029,277.1
187275030,5.0
187275031,10.8
187275032,100.0
187275033,185.5
187275045,270.1
187275050,153.3
187275051,61.6
187275052,63.4
187275056,188.3
187275064,94.4
187275065,256.5
187275160,95.2
187275162,10.5
187275185,336.0
187275197,351.2
187275200,97.3
187276071,83.2
187276074,83.8
187276080,343.5
187276083,81.9
187276086,12.0
187276122,214.6
187276159,87.9
187277087,14.7
187277088,144.3
187278075,142.4
187278111,320.6
187278116,144.2
187278122,103.1
187279025,79.4
187279028,158.3
187279032,78.3
187279033,81.0
187279049,47.4
187279056,95.3
187279057,78.0
187279058,77.4
187279059,168.5
187279062,356.2
187279064,78.0
187279065,167.9
187279067,79.2
188264023,53.9
188265021,232.2
188265032,324.1
188265064,325.3
188265066,323.2
188265067,323.0
188265069,315.5
188265071,234.1
188265075,143.2
188265079,230.9
188265085,142.5
188265092,141.5
188265094,55.7
188265096,53.3
188265098,53.1
188265099,320.2
188265100,230.9
188265106,140.2
188265138,225.8
188265142,230.5
188265144,225.7
188265151,141.7
188265153,139.8
188265164,141.0
188266031,50.9
188266033,50.0
188266054,235.2
188266060,195.6
188266065,136.5
188266067,196.4
188266078,10.1
188266079,213.4
188266088,331.1
188266110,32.0
188266134,290.2
188266139,190.5
188266145,50.7
188266146,48.1
188266147,152.8
188266148,50.6
188266149,320.6
188266150,135.6
188266151,50.7
188266152,18.5
188266155,117.1
188267003,177.9
188267015,11.2
188267019,342.7
188267020,267.9
188267021,353.4
188267022,267.8
188267025,78.3
188267026,75.9
188267027,63.2
188267028,52.9
188267029,138.1
188267030,138.3
188267034,319.0
188267036,134.5
188267038,228.6
188267039,231.5
188267040,318.9
188267041,229.0
188267043,319.3
188267046,48.6
188267048,49.5
188267049,138.0
188267050,138.8
188267075,196.1
188267076,196.1
188267077,105.3
188267101,174.4
188267102,136.6
188267103,259.4
188267105,183.6
188267124,51.6
188267125,47.7
188267138,180.9
188267148,196.1
188268003,307.2
188268006,314.8
188268007,318.9
188268008,318.9
188268009,318.5
188268011,228.9
188268013,319.0
188268014,318.9
188268015,318.3
188268016,228.9
188268017,318.8
188268018,139.0
188268019,48.9
188268020,229.7
188268024,318.7
188268025,230.7
188268026,47.0
188268028,260.7
188268029,139.1
188268030,51.8
188268032,230.9
188268033,319.8
188268034,231.0
188268035,47.1
188268036,118.5
188268037,54.7
188268040,47.5
188268041,131.8
188268042,138.9
188268043,139.0
188268044,228.7
188268045,136.2
188268046,225.4
188268047,314.9
188268048,315.4
188268049,50.0
188268050,48.0
188268051,137.5
188268052,49.1
188268053,49.7
188268054,315.5
188268055,316.6
188268056,44.9
188268057,315.4
188268058,136.4
188268059,44.8
188268060,229.2
188268061,228.8
188268062,138.2
188268063,137.4
188268064,229.4
188268066,48.5
188268068,320.0
188268069,319.0
188268070,49.0
188268071,49.7
188268072,48.6
188268073,132.8
188268074,43.0
188268075,237.7
188268076,138.8
188268098,173.1
188268099,170.6
188268100,318.0
188268101,319.1
188269007,141.9
188269008,142.2
188269009,322.4
188269019,219.9
188269020,220.0
188269021,315.4
188269022,134.7
188269023,225.4
188269024,221.8
188269025,154.0
188269026,134.9
188269027,133.5
188269028,48.0
188269029,313.8
188269031,10.6
188269033,220.2
188269036,257.4
188269037,268.2
188269038,264.5
188269039,173.8
188269043,174.5
188269044,313.5
188269128,270.5
188269134,170.3
188269140,84.1
188269140,84.1
188269140,84.1
188269140,84.1
188269140,84.1
188269143,44.4
188269144,315.5
188270009,320.5
188270010,234.3
188270014,210.9
188270025,103.3
188270034,218.0
188270036,235.8
188270038,142.7
188270062,48.4
188270067,141.8
188270070,221.1
188270071,305.5
188270072,34.2
188270086,260.2
188270092,140.2
188270094,215.9
188270098,273.6
188271013,17.5
188271046,305.1
188271050,227.1
188271056,131.7
188271076,215.6
188271077,307.9
188271080,32.0
188271106,214.6
188271113,140.5
188271125,141.5
188271126,303.0
188271127,305.5
188271128,125.0
188271129,127.9
188271130,125.2
188271132,311.2
188271133,125.1
188271134,122.4
188271135,25.5
188271136,124.9
188271137,302.6
188271138,124.8
188272013,319.7
188272015,50.3
188272028,135.7
188272034,306.5
188272037,35.2
188272043,48.1
188272047,48.2
188272049,227.8
188272050,142.5
188272053,224.7
188272054,243.6
188272058,179.6
188272077,316.8
188272085,230.8
188272090,320.5
188272097,230.8
188272113,242.3
188273005,331.3
188273009,322.4
188273012,47.6
188273014,333.2
188273015,55.5
188273017,232.4
188273020,265.7
188274003,22.1
188274008,90.8
188274010,293.4
188274013,202.9
188274014,110.5
188274015,20.7
188274027,110.3
188274056,351.2
188274057,262.5
188274061,351.4
188274062,261.7
188274066,289.5
188274069,20.3
188274090,108.3
188274095,112.6
188274096,80.0
188274097,288.4
188275084,358.4
188275182,115.0
188276124,25.6
188278005,209.7
189263058,90.5
189263074,342.7
189264007,176.3
189264008,176.1
189264011,267.0
189264012,265.3
189264014,114.4
189264034,258.4
189264042,53.2
189264043,218.7
189264044,326.9
189265007,348.7
189265012,87.9
189265013,341.7
189265017,175.3
189265019,300.7
189265026,119.3
189265027,284.6
189265030,266.3
189265033,266.1
189265034,261.0
189265035,303.6
189265082,264.9
189265087,266.4
189265090,86.3
189265092,86.4
189265102,165.6
189266002,0.9
189266023,70.0
189266044,33.2
189266048,34.4
189266053,33.4
189266063,133.0
189266069,281.1
189266073,143.1
189266083,223.7
189266091,59.4
189266094,243.9
189266099,58.7
189266103,245.6
189266106,61.3
189266110,147.2
189266113,160.4
189266115,344.6
189266117,70.3
189266120,69.7
189266126,169.0
189266129,350.4
189266130,72.4
189266131,351.8
189266136,254.6
189266138,169.1
189267062,119.3
189267076,134.2
189267077,66.1
189267080,210.0
189267083,80.0
189267089,259.3
189267092,66.2
189267094,79.3
189267095,278.7
189267096,221.9
189267100,259.7
189267102,141.0
189267111,320.8
189267113,258.6
189267114,254.4
189267114,254.4
189267114,254.4
189267114,254.4
189267114,254.4
189267125,302.5
189267127,16.2
189267129,15.4
189267134,197.4
189267138,350.7
189267141,349.2
189267142,227.6
189267150,105.1
189267151,117.0
189267154,80.7
189267156,124.8
189267157,41.7
189267159,32.8
189267160,213.2
189267169,123.4
189267175,170.6
189267176,171.2
189267177,350.9
189267178,169.8
189267215,285.4
189267223,81.9
189267225,80.9
189267226,169.6
189267227,260.2
189267245,260.5
189267247,263.8
189267253,79.9
189268016,260.0
189268017,58.8
189268020,138.6
189268023,170.1
189268024,80.1
189268026,169.9
189268027,80.5
189268029,348.2
189268034,171.3
189268035,169.7
189268036,79.2
189268037,80.4
189268040,164.7
189268041,98.1
189268043,350.4
189268044,169.6
189268045,184.3
189268048,322.1
189268051,169.1
189268058,333.0
189268059,140.4
189268060,315.6
189268065,49.8
189268066,247.7
189268072,142.4
189268073,232.0
189268103,196.3
189268106,195.7
189268107,287.5
189268111,188.2
189268120,254.1
189268121,260.6
189268125,64.1
189268126,352.1
189268128,189.8
189269008,278.2
189269010,303.2
189269013,351.0
189269014,170.3
189269020,183.2
189269030,338.9
189269122,328.8
189269167,257.1
189269173,123.2
189269174,83.6
189269177,60.5
189269208,329.6
189269213,323.5
189269288,212.2
189269385,47.0
189269406,10.8
189269422,256.7
189269446,350.8
189269448,231.7
189269449,233.5
189269451,242.4
189270030,124.6
189270059,334.5
189270062,5.4
189270072,137.3
189270073,201.6
189270076,245.7
189270081,329.1
189270086,149.5
189270105,283.8
189270134,240.1
189270138,346.4
189270145,304.6
189271010,58.0
189271017,145.4
189271021,327.3
189271036,207.5
189271039,147.3
189271041,328.1
189271050,149.4
189271051,150.3
189271052,56.0
189271081,328.8
189271093,18.3
189272008,242.8
189272017,335.3
189272018,227.7
189272033,44.7
189272035,307.9
189272036,62.3
189272037,158.2
189272041,242.0
189272044,245.2
189272046,65.2
189272047,331.9
189272055,53.9
189272062,66.5
189272063,59.1
189273010,134.0
189273011,48.1
189273042,118.8
189274009,20.9
189274014,231.4
189274018,16.6
189274030,22.6
189274031,101.3
189274032,202.7
189274033,110.8
189274038,112.3
189274041,196.4
189274042,289.3
189274043,107.2
189274044,203.9
189274045,111.6
189274046,110.2
189274095,110.5
189274097,110.4
189274104,202.2
189274107,18.1
189274115,18.0
189274123,22.6
189275045,59.2
189275100,198.4
189275161,20.2
189276012,21.8
189276040,201.1
189276040,201.1
189276040,201.1
189276040,201.1
189276040,201.1
190263001,31.3
190263011,31.2
190263012,301.6
190263013,210.8
190263014,300.2
190263016,210.9
190263017,211.3
190263040,210.6
190263042,144.2
190263045,301.2
190263047,48.9
190263053,122.1
190263056,301.8
190264004,85.8
190264005,85.2
190264006,355.0
190264009,243.7
190264010,295.1
190264012,30.8
190264016,120.5
190264017,121.4
190264019,120.5
190264020,121.4
190264025,211.1
190264026,300.8
190264028,114.0
190264030,175.7
190264035,210.9
190264072,232.9
190264074,122.6
190264075,120.1
190264077,264.7
190264080,158.6
190264084,149.0
190264090,266.9
190264093,264.3
190265006,81.8
190265007,82.6
190265011,168.7
190265012,177.4
190265013,355.8
190265014,24.9
190265018,240.4
190265028,265.8
190265029,216.1
190265030,239.3
190265031,58.3
190265032,238.3
190265037,295.9
190265038,40.3
190265040,86.9
190265046,144.3
190265048,174.1
190265072,356.9
190265077,228.2
190265088,357.7
190266009,269.1
190266010,346.9
190266014,254.7
190266030,9.9
190266031,96.0
190266033,279.8
190266049,168.0
190266057,82.1
190266072,82.4
190266078,169.8
190266088,81.1
190266091,80.2
190266098,170.4
190266102,350.7
190266103,82.5
190266105,82.0
190266108,82.0
190266109,82.2
190266125,82.2
190266126,83.7
190266131,171.2
190266132,81.3
190266133,196.4
190267006,262.8
190267011,349.9
190267019,130.3
190267020,250.7
190267037,220.5
190267056,74.0
190267073,170.4
190267081,94.2
190267083,130.3
190267090,152.4
190267091,138.3
190267091,138.3
190267091,138.3
190267091,138.3
190267091,138.3
190267096,222.5
190267116,258.5
190267124,118.8
190267127,131.2
190267128,219.4
190267133,130.3
190267135,178.5
190267138,87.3
190267141,85.9
190267170,351.3
190267175,166.2
190267177,79.5
190267181,346.0
190267182,79.7
190268009,80.5
190268010,170.3
190268011,170.3
190268012,79.7
190268015,80.4
190268018,81.4
190268019,79.3
190268083,80.8
190268084,354.1
190268089,47.1
190269044,315.6
190269050,58.7
190269103,306.1
190269118,6.5
190269144,77.8
190269172,172.8
190269187,293.7
190269189,113.7
190269196,285.0
190269198,18.4
190269203,110.6
190269205,16.1
190269206,295.0
190269207,292.2
190269208,290.5
190269209,109.6
190269210,206.0
190269211,108.5
190273135,281.4
190273141,204.0
190273149,202.3
190273157,250.4
190274004,202.7
190274005,294.7
190274006,202.5
190274007,258.2
190274020,116.7
190274053,181.5
190274054,90.0
190274056,134.7
190275007,285.6
190275049,108.4
191263016,301.5
191263018,317.9
191263020,63.3
191263022,31.1
191263023,304.1
191263024,301.4
191263025,122.2
191263027,301.3
191263028,122.6
191263037,278.8
191263038,85.6
191263040,169.5
191263045,287.7
191264009,31.9
191264010,241.4
191264011,243.8
191264012,333.4
191264014,331.2
191264015,242.1
191264021,167.1
191264022,266.1
191264025,86.1
191264026,85.4
191264027,86.6
191264028,267.9
191264029,238.9
191264030,151.5
191264033,240.7
191264034,62.0
191264037,120.7
191264038,121.3
191264039,120.8
191264043,85.8
191264045,86.4
191264047,86.9
191264049,86.0
191264055,176.9
191264056,150.5
191264069,150.6
191264074,212.0
191264076,177.2
191264082,227.8
191264083,347.1
191265002,90.0
191265008,329.8
191265009,61.6
191265010,331.4
191265018,241.6
191265019,61.9
191265021,242.1
191265022,240.5
191265024,330.6
191265025,332.0
191265027,151.7
191265031,74.9
191265033,146.1
191265037,152.0
191265039,266.4
191265040,251.8
191265042,127.2
191265044,61.6
191265045,61.1
191265047,62.1
191265049,61.1
191265051,62.4
191265053,61.3
191265054,331.8
191265055,73.9
191265057,175.4
191265060,240.6
191265080,239.3
191266010,176.0
191266011,152.2
191266013,62.9
191266062,93.5
191266064,120.5
191267034,153.0
191268020,275.6
191268091,153.4
191268093,57.3
191268094,265.6
191268096,61.5
191269003,275.2
191269010,292.0
191269012,291.1
191269013,104.3
191269019,290.0
191269020,104.5
191269021,25.1
191269023,291.3
191269026,101.4
191269028,17.9
191269047,273.6
191269049,190.6
191269051,271.3
191272006,28.9
191272049,200.7
191272092,193.7
191272098,21.0
191272102,355.2
191273026,202.2
191273094,116.4
191274003,283.4
191274005,281.5
191274007,200.7
191274008,290.5
191274028,112.9
191274029,102.8
191274043,292.4
191274047,202.2
191274048,201.9
191275056,21.9
191275061,199.9
191278005,164.6
191278007,340.7
191279039,343.4
191280015,157.9
191280024,162.7
191280025,352.0
192262006,171.9
192262030,256.5
192263005,300.8
192263010,29.7
192263013,300.7
192263014,30.8
192263015,32.5
192263016,119.3
192263019,288.9
192263022,99.6
192263029,36.6
192263067,30.4
192263068,302.0
192263071,252.0
192264005,238.4
192264007,42.0
192264008,330.2
192264012,62.1
192264014,61.9
192264015,331.9
192264016,14.4
192264019,348.8
192264020,137.9
192264025,356.3
192264027,85.7
192264030,332.6
192264038,356.3
192264042,356.4
192264044,47.9
192265007,151.5
192265008,151.0
192265036,61.7
192265040,242.5
192265118,149.9
192265135,222.1
192265141,155.0
192265155,35.3
192265172,326.6
192266008,266.6
192266009,356.4
192266011,354.6
192266012,49.1
192266013,267.9
192266014,330.9
192266016,241.2
192266018,151.3
192266020,202.1
192266021,331.5
192266022,61.3
192266026,153.9
192266029,152.4
192266032,228.0
192266034,228.4
192266035,318.4
192266048,318.3
192266056,147.6
192267005,281.5
192267009,107.5
192267013,197.5
192267015,347.8
192267018,63.3
192267030,195.9
192267033,153.0
192267034,243.3
192267035,153.0
192267036,153.0
192267037,228.5
192267038,153.0
192267052,176.9
192267056,345.7
192267057,230.1
192268007,328.3
192268012,284.7
192268017,243.4
192268027,255.7
192268028,345.5
192268029,256.1
192268030,254.1
192268031,166.5
192268037,76.1
192268038,346.2
192268039,76.2
192268040,346.1
192268041,256.2
192268043,167.3
192268044,153.0
192268045,151.5
192268046,150.1
192268062,95.6
192268067,350.0
192268068,3.2
192268070,256.6
192268071,336.5
192268072,346.0
192268073,344.7
192268074,346.9
192268082,75.3
192268085,275.8
192268087,78.0
192268090,274.8
192268091,273.6
192268093,4.2
192268095,84.8
192268098,94.4
192269006,6.4
192269009,302.3
192273038,109.1
192273252,3.3
192273256,14.2
192274140,8.4
192274160,20.0
192274162,234.3
192275018,254.6
192275061,200.9
192275073,35.3
192276017,12.8
192277008,164.4
192278004,163.4
192278011,73.9
192278026,165.5
192278047,74.0
193263004,155.5
193263047,321.1
193264007,334.0
193264008,334.2
193264017,245.2
193264018,64.1
193264026,152.9
193264027,62.6
193265009,321.0
193265024,153.5
193265028,333.5
193265029,151.5
193265034,180.3
193265037,152.6
193265039,153.6
193265060,139.7
193265066,269.6
193265070,110.7
193265071,0.3
193265072,179.1
193265073,182.6
193265074,180.3
193265076,88.9
193265080,0.1
193265081,134.0
193265085,334.5
193265127,242.3
193265130,325.5
193266045,13.8
193266046,28.3
193266075,46.5
193266099,186.7
193266101,275.7
193266108,322.5
193266110,38.4
193266112,241.3
193266114,47.5
193266115,227.9
193266118,49.1
193266119,228.2
193266122,48.9
193266123,226.5
193266126,227.7
193266127,48.2
193266130,48.0
193266135,47.4
193266137,48.7
193266138,49.7
193266141,216.9
193266164,128.2
193267012,52.6
193267046,353.5
193268010,94.4
193268012,180.6
193268014,91.6
193268016,187.1
193268018,91.6
193268024,175.4
193268027,91.9
193268028,90.6
193268030,92.1
193268035,88.7
193268037,288.9
193268046,112.8
193268051,166.4
193268053,272.2
193268054,94.3
193268056,99.6
193268067,91.3
193268068,251.7
193268070,165.1
193268081,7.1
193269014,79.6
193269015,79.5
193269016,79.7
193269018,95.2
193269019,276.8
193269020,6.0
193269056,348.8
193269059,95.1
193269060,95.6
193269064,307.8
193269069,26.5
193269084,76.1
194264016,333.7
194264025,244.5
194264029,244.5
194264031,244.4
194264032,244.5
194264035,63.6
194264036,65.2
194264043,332.9
194264046,243.4
194264048,153.4
194264049,244.4
194264052,244.5
194264053,61.3
194264055,72.1
194264056,153.4
194264059,154.3
194264085,333.7
194265002,5.2
194265004,333.9
194265008,101.7
194265011,289.7
194265013,333.1
194265014,334.4
194265015,151.6
194265017,334.4
194265019,64.3
194265022,334.1
194265024,64.5
194265025,334.5
194265028,154.5
194265029,333.2
194265030,244.3
194265034,250.1
194265040,334.0
194265041,154.0
194265042,154.4
194265043,157.2
194265045,247.1
194265046,176.8
194266017,1.3
194266045,334.6
194266046,245.1
194266047,333.6
194266059,176.5
194266061,278.3
194266063,359.8
194266068,89.2
194266088,338.3
194266095,158.3
194266097,334.5
194266098,339.5
194266099,332.3
194266100,64.3
194266101,330.1
194266103,150.1
194266106,63.2
194266133,272.1
194266135,354.6
194266137,340.5
194266152,271.9
194266160,87.1
194266168,92.2
194267006,294.9
194267007,166.7
194267010,12.0
194267011,192.2
194267012,28.7
194267014,208.7
194267016,308.6
194267022,194.2
194267035,306.4
194267038,267.9
194267056,105.8
194267058,101.3
194267069,218.1
194267071,218.4
194267072,309.2
194267073,244.1
194268005,5.9
194268011,11.3
194268014,11.6
194268015,11.3
194268016,100.8
194268017,280.9
194268018,11.3
194268023,11.3
194268024,102.2
194268069,190.7
194268071,191.0
194268072,105.2
194268073,101.2
194268075,12.1
194268134,282.2
194268158,151.7
194268165,355.5
194269055,12.1
194269117,28.3
194269484,217.9
195264024,335.7
195264027,155.4
195264031,249.3
195264037,243.4
195264054,54.8
195264056,63.4
195264060,66.4
195264061,153.1
195265004,336.1
195265006,63.9
195265008,333.3
195265010,63.4
195265012,313.8
195265013,153.6
195265014,333.6
195265015,63.1
195265016,243.4
195265017,158.2
195265018,153.8
195265020,154.6
195265021,240.6
195265022,67.8
195265023,288.6
195265024,334.4
195265026,330.1
195265029,242.8
195265031,154.1
195265033,332.6
195265037,256.6
195265045,154.8
195265047,153.8
195266016,13.4
195266017,360.0
195266021,259.4
195266022,254.4
195266023,284.9
195266024,284.1
195266025,286.1
195266026,14.2
195266027,73.9
195266028,64.1
195266031,288.9
195266033,194.3
195266034,284.8
195266040,283.6
195266042,285.5
195266046,289.7
195266047,198.1
195266048,335.7
195266050,194.0
195266053,194.9
195266092,284.0
195266094,284.2
195266103,333.0
195266104,343.7
195266111,284.1
195266113,278.7
195266114,104.2
195266115,189.5
195266117,106.0
195266119,4.1
195267006,166.7
195267008,76.5
195267010,76.4
195267012,76.5
195267014,76.7
195267017,346.5
195267018,346.8
195267020,76.8
195267049,129.2
195267053,261.4
195267055,264.6
195267056,254.9
195267059,257.4
195267060,255.2
195267063,257.8
195267064,255.2
195267067,257.5
195267068,255.5
195267070,256.6
195267072,167.2
195267073,77.3
195267074,165.4
195268090,11.7
195268092,102.2
195268095,100.1
195268097,11.6
195268099,105.5
195268103,118.1
195268104,115.1
195268105,16.5
195268108,117.0
195268109,100.4
195268112,116.1
195268117,347.3
195268119,167.3
196265012,154.2
196265016,153.2
196265055,244.4
196265073,63.6
196265075,64.4
196265089,334.8
196266013,96.7
196266016,76.6
196266019,88.4
196266022,76.6
196267010,166.8
196267011,255.4
196267013,77.1
600011072,41.7
600050180,278.0
600053688,25.2
600054001,217.4
600054060,322.7
600054101,235.6
600054300,323.6
600054320,48.0
600056962,196.0
600056971,328.1
600056981,6.7
600065288,67.5
600065290,334.9
600065295,316.1
600065300,135.3
600065301,315.3
600065302,153.6
600068123,158.1
600068124,74.3
600073265,8.8
600097496,59.6
600097505,202.3
600097674,274.0
600097682,102.3
600097685,297.6
600097710,350.0
600098986,168.9
600098993,334.1
600098996,359.8
600098997,150.5
